VideoID	Labelled
577586d751ac8414282a3b05	False
577584e951ac8413fb045bc9	False
57468a08d48d08630d1cd182	False
57469366d48d0863b826cb55	False
5746e315d48d0869d049a2c6	False
5746eec4d48d086abfaf44d2	False
5746fcdbd48d086baa554981	False
5746fcdcd48d086baa554984	False
5747063bd48d086c4552de95	False
5747063dd48d086c4552de9a	False
5747063ed48d086c4552de9f	False
5747063ed48d086c4552dea0	False
57470aebd48d086c967decd8	False
57471445d48d086d3032304e	False
57471446d48d086d3032304f	False
57471447d48d086d30323054	False
5747225bd48d086e37186487	False
57472980d48d086eb3f8213c	False
57472980d48d086eb3f8213d	False
5747306ad48d086f3721c082	False
5747306bd48d086f3721c086	False
5747306ed48d086f3721c08f	False
574739c3d48d086fdd939e9d	False
574740ccd48d087068f331ab	False
574740cdd48d087068f331ad	False
574740e1d48d087068f331de	False
57474ee1d48d087164ec4454	False
574755e3d48d0871e07a93e0	False
574755e3d48d0871e07a93e1	False
574755e4d48d0871e07a93e5	False
57475ce9d48d08725faa7444	False
57475cead48d08725faa7446	False
57475cedd48d08725faa7453	False
57476649d48d087308862393	False
5747801dd48d087442763a5f	False
5747aa4dd48d08770accac1e	False
5747b149d48d087755bdb685	False
57480cbcd48d087d79b694b3	False
574842a2d48d087ffbde261a	False
57484764d48d08015ef8b151	False
57484e5dd48d0801b338d61c	False
5748530ad48d0801f10fcf61	False
5748762ed48d0803a6571622	False
5748762fd48d0803a6571626	False
57487631d48d0803a657162a	False
57487632d48d0803a657162f	False
57488b48d48d080608c4a5e8	False
57488b49d48d080608c4a5e9	False
57488b4ad48d080608c4a5ed	False
57488b4bd48d080608c4a5f1	False
5748924fd48d0806c9ea06b3	False
5748924fd48d0806c9ea06b5	False
57489250d48d0806c9ea06b6	False
57489958d48d080723e84093	False
57489959d48d080723e84097	False
5748995ed48d080723e840aa	False
57489bafd48d080738fdc336	False
57489bb1d48d080738fdc33a	False
5748a516d48d0807a93b7559	False
5748a517d48d0807a93b755f	False
5748bc7dd48d0808d714b0eb	False
5748bc7ed48d0808d714b0ec	False
5748c5eed48d080940b7bf07	False
5748e468d48d080aaede53fb	False
5748e909d48d080ae2dfea6c	False
57498617d48d08129b667b0f	False
5749b291d48d0814a7f80789	False
5749c0a4d48d08153c188746	False
5749ccd8d48d0815bd55cb73	False
5749d123d48d0815f5770b50	False
5749d5c5d48d08163141a0f9	False
5749eae4d48d081718b6c7bc	False
574a35ded48d081a7fb6d1be	False
574a6e23d48d081d4b4443a5	False
574ade95d48d0823f52b616b	False
574ade96d48d0823f52b616c	False
574ae7f7d48d0824666ee0cc	False
574aef00d48d0824b4271c5e	False
574b1928d48d08269a54d001	False
574b1ba0d48d0826b9bfa84b	False
574b2032d48d0826f192994d	False
574b273bd48d082745e95dda	False
574b2e9bd48d08279b04e1df	False
574b3eadd48d082861506e19	False
574ba5d1d48d082ce2ce5ab0	False
574c7b1bd48d083766410814	False
574c92a6d48d0838ed0b7426	False
574c92a6d48d0838ed0b7427	False
574ca09ad48d0839a8aef84a	False
574ca7a4d48d0839ffe3349d	False
574cbcc4d48d083b144be19b	False
574ce494d48d083d50771d58	False
574d505dd48d0843d2226891	False
574d67d2d48d0845496913c4	False
574d83ecd48d0846c99cccca	False
574d8d5bd48d084751924c41	False
574d9db6d48d08489afc76d2	False
574d9db6d48d08489afc76d3	False
574d9db6d48d08489afc76d4	False
574da271d48d0848d7c4756d	False
574da4c2d48d0848fdfd4ac0	False
574da4c2d48d0848fdfd4ac2	False
574dabcbd48d0849562af61e	False
574db526d48d0849c32a6721	False
574dc340d48d084a71b607ae	False
574dcf8bd48d084b0503f991	False
574ddab4d48d084b9c52b1ed	False
574deb16d48d084c9701d38a	False
574ded70d48d084cb14aae8b	False
574df227d48d084cee5916b9	False
574dfdd9d48d084d865555ab	False
574dfdd9d48d084d865555ad	False
574dfddcd48d084d865555b6	False
574e7a09d48d08563b0efefc	False
574ecc0fd48d085b01e28d8d	False
574ee12ed48d085c0874c939	False
574ee845d48d085c5b3f955b	False
574ef644d48d085d2981de9f	False
574f0e52d48d085e7433df08	False
574f0e54d48d085e7433df0b	False
574f0e54d48d085e7433df0c	False
574f0e56d48d085e7433df10	False
574f1076d48d085e93ab05dd	False
574f14b8d48d085ed61a50ec	False
574f14bdd48d085ed61a50fa	False
574f2520d48d085fbbfdf918	False
574f2c2dd48d0860146c296c	False
574f2c38d48d0860146c298c	False
574f3a3ed48d0860d86c3b82	False
574f413dd48d08613394e077	False
574f5408d48d0862144bd315	False
574f565cd48d08622acd0464	False
574f6934d48d086312dfa8a8	False
574f87a1d48d08649d94fec8	False
574f934dd48d086530742f2c	False
57503c39d48d086d98e0e511	False
57504318d48d086df55c83bd	False
57504318d48d086df55c83c0	False
5750431ad48d086df55c83c6	False
57504ed9d48d086e81e2ab12	False
57504ed9d48d086e81e2ab13	False
57504edad48d086e81e2ab14	False
57504edad48d086e81e2ab16	False
57505132d48d086e9bf33be4	False
57505133d48d086e9bf33be7	False
575059a6d48d086ef490587e	False
575059a7d48d086ef4905880	False
5750619bd48d086f6979a4e3	False
5750619cd48d086f6979a4e7	False
5750619ed48d086f6979a4ec	False
575071f3d48d08702fec8ddc	False
57507ffbd48d0870dea30bdf	False
57507ffdd48d0870dea30be8	False
57508960d48d08715dcd97f6	False
5750906fd48d0871b3ae7fc9	False
57509072d48d0871b3ae7fd0	False
57509e73d48d0872ed3804c8	False
57509e74d48d0872ed3804c9	False
57509e7ad48d0872ed3804e5	False
5750a583d48d08733d1ee77d	False
5750ac7fd48d0873981eecb1	False
5750b5ecd48d08741e71646d	False
5750bf44d48d08748af4736b	False
5750c403d48d0874b9a88eab	False
5750c406d48d0874b9a88eb8	False
5750e4dfd48d08762fb9520b	False
5750f785d48d087702a96601	False
5750f786d48d087702a96603	False
57516f0fd48d087d312e97f7	False
57518423d48d087e284a7276	False
57518424d48d087e284a727b	False
57518b36d48d087e74f32a63	False
57519b96d48d087f417e965c	False
5751a4f4d48d087fbe08bff3	False
5751a9e3d48d087feb34d3a5	False
5751a9e4d48d087feb34d3a7	False
5751b0c1d48d08017be1ec72	False
577581b151ac841319ed2abe	False
5751b0c0d48d08017be1ec6f	False
5751bec3d48d0804158a008b	False
5751ccd7d48d0804d26b2b80	False
5751ccd8d48d0804d26b2b82	False
5751ccdad48d0804d26b2b84	False
5751ccdbd48d0804d26b2b85	False
5751ccdbd48d0804d26b2b86	False
5751dd34d48d0805ab8ea130	False
5751dd34d48d0805ab8ea131	False
5751e444d48d08060a3329e8	False
5751f2b4d48d0806bf2c3fb3	False
5751f2bad48d0806bf2c3fc1	False
5751f96dd48d08071c372d36	False
575202b2d48d080799342353	False
57521a29d48d0808ad052ed5	False
575225dcd48d08093eab989c	False
57522f46d48d0809afc3d953	False
57524452d48d080aa99ad7ed	False
5752d5a4d48d0812301f1d92	False
5752dcc7d48d0812895e56cf	False
5753078bd48d0815c18a73c0	False
57532306d48d08173b439bd7	False
57533812d48d08197367e892	False
57533a67d48d0819bac1b243	False
57533f24d48d0819fbe91770	False
57534d57d48d081aa9a670ff	False
575387cdd48d081da5555d6c	False
5753ad4ad48d082096347b7e	False
57541216d48d08291dda7a8e	False
57542977d48d082b36f75876	False
57543088d48d082bbf2d9b8d	False
57543533d48d082c26287c01	False
57544363d48d082d3878dd45	False
57544814d48d082db24866bc	False
57546419d48d083031377a0e	False
57546419d48d083031377a0f	False
57548e5bd48d0833bbc0c403	False
5758a15cd48d080e2fde82c5	False
5758a15cd48d080e2fde82c6	False
5758a15ed48d080e2fde82c8	False
5758a15fd48d080e2fde82c9	False
5758a15fd48d080e2fde82ca	False
5758a15fd48d080e2fde82cc	False
5758a161d48d080e2fde82ce	False
5758a161d48d080e2fde82cf	False
5758a162d48d080e2fde82d1	False
5758a162d48d080e2fde82d2	False
5758a163d48d080e2fde82d3	False
5758a164d48d080e2fde82d5	False
5758a164d48d080e2fde82d7	False
5758a166d48d080e2fde82da	False
5758a166d48d080e2fde82db	False
5758a166d48d080e2fde82dc	False
5758a168d48d080e2fde82de	False
5758a169d48d080e2fde82df	False
5758a16cd48d080e2fde82e3	False
5758a16ed48d080e2fde82e6	False
5758a170d48d080e2fde82e9	False
5758a171d48d080e2fde82eb	False
5758a171d48d080e2fde82ec	False
5758a171d48d080e2fde82ed	False
5758a173d48d080e2fde82ee	False
5758a174d48d080e2fde82ef	False
5758a174d48d080e2fde82f0	False
5758a174d48d080e2fde82f1	False
5758a176d48d080e2fde82f2	False
5758a176d48d080e2fde82f3	False
5758a176d48d080e2fde82f4	False
5758a179d48d080e2fde82f7	False
5758a17bd48d080e2fde82f9	False
5758a17bd48d080e2fde82fa	False
5758a394d48d080e79bf0968	False
5758a5e9d48d080ea336d599	False
5758a5ead48d080ea336d59a	False
5758a5f5d48d080ea336d5c8	False
5758a843d48d080ec9d77f2c	False
5758aa9cd48d080eeaab726c	False
5758aceed48d080f21c1d258	False
